schedule_day,slot,article_number,slug,title,phase,series_name,category,planned_action,planned_status,notes,actual_status,actual_published_at,blog_url,hero_image_url,content_status,hero_status,hero_upload_status,publish_status,execution_status,execution_blocker
Day 24,1,70,link-building-tools-vs-indexing-tools,Link-Building Tools vs Indexing Tools,Phase 3 Commercial And Provider Layer,Tools Providers And Workflow Comparisons,comparisons,publish-or-schedule-after-approval,created,"Article created; awaiting hero generation, upload, and scheduling.",,,,,created,created,created,created,created,hero not generated yet; repo script requires OPENAI_API_KEY or reference/image_provider.json api_key for automated generation
Day 24,2,71,seo-software-and-automation-tools,SEO Software And Automation Tools,Phase 3 Commercial And Provider Layer,SEO Software And Automation Tools,seo-tools-providers,publish-or-schedule-after-approval,created,"Article created; awaiting hero generation, upload, and scheduling.",,,,,created,created,created,created,created,hero not generated yet; repo script requires OPENAI_API_KEY or reference/image_provider.json api_key for automated generation
Day 24,3,72,gsa-search-engine-ranker-vs-indexing-workflow,GSA Search Engine Ranker vs Indexing Workflow,Phase 3 Commercial And Provider Layer,SEO Software And Automation Tools,seo-tools-providers,publish-or-schedule-after-approval,scheduled,Hero uploaded; scheduled confirmed by API.,scheduled,2026-05-22T10:00:00.000000Z,https://blog.freeindexer.com/gsa-search-engine-ranker-vs-indexing-workflow,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/gsa-search-engine-ranker-vs-indexing-workflow-hero.png,created,hero_generated,hero_uploaded,scheduled,scheduled,
Day 25,1,73,rankerx-vs-seo-provider-workflow,RankerX vs SEO Provider Workflow,Phase 3 Commercial And Provider Layer,SEO Software And Automation Tools,seo-tools-providers,publish-or-schedule-after-approval,scheduled,Hero uploaded; scheduled confirmed by API.,scheduled,2026-05-22T13:00:00.000000Z,https://blog.freeindexer.com/rankerx-vs-seo-provider-workflow,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/rankerx-vs-seo-provider-workflow-hero.png,created,hero_generated,hero_uploaded,scheduled,scheduled,
Day 25,2,74,best-seo-automation-tools-for-agencies,Best SEO Automation Tools For Agencies,Phase 3 Commercial And Provider Layer,SEO Software And Automation Tools,seo-tools-providers,publish-or-schedule-after-approval,created,"Article created; awaiting hero generation, upload, and scheduling.",,,,,created,created,created,created,created,hero not generated yet; repo script requires OPENAI_API_KEY or reference/image_provider.json api_key for automated generation
Day 25,3,75,how-to-manage-seo-software-without-losing-quality,How To Manage SEO Software Without Losing Quality,Phase 3 Commercial And Provider Layer,SEO Software And Automation Tools,bulk-seo-operations,publish-or-schedule-after-approval,created,"Article created; awaiting hero generation, upload, and scheduling.",,,,,created,created,created,created,created,hero not generated yet; repo script requires OPENAI_API_KEY or reference/image_provider.json api_key for automated generation
Day 26,1,76,seo-automation-vs-managed-seo-services,SEO Automation vs Managed SEO Services,Phase 3 Commercial And Provider Layer,SEO Software And Automation Tools,seo-tools-providers,publish-or-schedule-after-approval,created,"Article created; awaiting hero generation, upload, and scheduling.",,,,,created,created,created,created,created,hero not generated yet; repo script requires OPENAI_API_KEY or reference/image_provider.json api_key for automated generation
Day 26,2,77,how-to-track-links-created-by-seo-software,How To Track Links Created By SEO Software,Phase 3 Commercial And Provider Layer,SEO Software And Automation Tools,desktop-app,publish-or-schedule-after-approval,created,"Article created; awaiting hero generation, upload, and scheduling.",,,,,created,created,created,created,created,hero not generated yet; repo script requires OPENAI_API_KEY or reference/image_provider.json api_key for automated generation
Day 26,3,78,seo-campaign-services-for-small-websites,SEO Campaign Services For Small Websites,Phase 3 Commercial And Provider Layer,SEO Campaign Services And Provider Workflows,seo-tools-providers,publish-or-schedule-after-approval,published,Hero uploaded; published confirmed by API.,published,2026-05-21T12:07:21.000000Z,https://blog.freeindexer.com/seo-campaign-services-for-small-websites,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/seo-campaign-services-for-small-websites-hero.png,created,hero_generated,hero_uploaded,published,published,
Day 27,1,79,managed-seo-campaigns-vs-diy-seo-tools,Managed SEO Campaigns vs DIY SEO Tools,Phase 3 Commercial And Provider Layer,SEO Campaign Services And Provider Workflows,use-cases,publish-or-schedule-after-approval,scheduled,Hero uploaded; scheduled confirmed by API.,scheduled,2026-05-22T07:00:00.000000Z,https://blog.freeindexer.com/managed-seo-campaigns-vs-diy-seo-tools,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/managed-seo-campaigns-vs-diy-seo-tools-hero.png,created,hero_generated,hero_uploaded,scheduled,scheduled,
Day 27,2,80,how-to-plan-an-seo-campaign-for-a-new-website,How To Plan An SEO Campaign For A New Website,Phase 3 Commercial And Provider Layer,SEO Campaign Services And Provider Workflows,webmaster-guides,publish-or-schedule-after-approval,created,"Article created; awaiting hero generation, upload, and scheduling.",,,,,created,created,created,created,created,hero not generated yet; repo script requires OPENAI_API_KEY or reference/image_provider.json api_key for automated generation
Day 27,3,81,how-to-track-seo-campaign-deliverables,How To Track SEO Campaign Deliverables,Phase 3 Commercial And Provider Layer,SEO Campaign Services And Provider Workflows,bulk-seo-operations,publish-or-schedule-after-approval,created,"Article created; awaiting hero generation, upload, and scheduling.",,,,,created,created,created,created,created,hero not generated yet; repo script requires OPENAI_API_KEY or reference/image_provider.json api_key for automated generation
Day 28,1,82,how-to-verify-seo-campaign-results,How To Verify SEO Campaign Results,Phase 3 Commercial And Provider Layer,SEO Campaign Services And Provider Workflows,troubleshooting,publish-or-schedule-after-approval,created,"Article created; awaiting hero generation, upload, and scheduling.",,,,,created,created,created,created,created,hero not generated yet; repo script requires OPENAI_API_KEY or reference/image_provider.json api_key for automated generation
Day 28,2,83,seo-campaign-workflow-from-provider-to-indexing,SEO Campaign Workflow From Provider To Indexing,Phase 3 Commercial And Provider Layer,SEO Campaign Services And Provider Workflows,indexing-education,publish-or-schedule-after-approval,created,"Article created; awaiting hero generation, upload, and scheduling.",,,,,created,created,created,created,created,hero not generated yet; repo script requires OPENAI_API_KEY or reference/image_provider.json api_key for automated generation
Day 28,3,84,link-building-provider-checklist-for-local-seo-campaigns,Link-Building Provider Checklist For Local SEO Campaigns,Phase 3 Commercial And Provider Layer,SEO Campaign Services And Provider Workflows,use-cases,publish-or-schedule-after-approval,created,"Article created; awaiting hero generation, upload, and scheduling.",,,,,created,created,created,created,created,hero not generated yet; repo script requires OPENAI_API_KEY or reference/image_provider.json api_key for automated generation
Day 29,1,85,small-website-seo-provider-handoff-checklist,Small Website SEO Provider Handoff Checklist,Phase 3 Commercial And Provider Layer,SEO Campaign Services And Provider Workflows,use-cases,publish-or-schedule-after-approval,created,"Article created; awaiting hero generation, upload, and scheduling.",,,,,created,created,created,created,created,hero not generated yet; repo script requires OPENAI_API_KEY or reference/image_provider.json api_key for automated generation
Day 29,2,86,platform-seo-playbooks,Platform SEO Playbooks,Phase 4 Platform And Advanced Growth,Platform SEO Playbooks,platform-seo,publish-or-schedule-after-approval,created,"Article created; awaiting hero generation, upload, and scheduling.",,,,,created,created,created,created,created,hero not generated yet; repo script requires OPENAI_API_KEY or reference/image_provider.json api_key for automated generation
Day 29,3,87,shopify-seo-indexing-checklist,Shopify SEO Indexing Checklist,Phase 4 Platform And Advanced Growth,Platform SEO Playbooks,platform-seo,publish-or-schedule-after-approval,published,Hero uploaded; published confirmed by API.,published,2026-05-21T12:07:18.000000Z,https://blog.freeindexer.com/shopify-seo-indexing-checklist,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/shopify-seo-indexing-checklist-hero.png,created,hero_generated,hero_uploaded,published,published,
Day 30,1,88,shopify-product-pages-not-indexing,Shopify Product Pages Not Indexing,Phase 4 Platform And Advanced Growth,Platform SEO Playbooks,troubleshooting,publish-or-schedule-after-approval,published,Hero uploaded; published confirmed by API.,published,2026-05-21T12:07:20.000000Z,https://blog.freeindexer.com/shopify-product-pages-not-indexing,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/shopify-product-pages-not-indexing-hero.png,created,hero_generated,hero_uploaded,published,published,
Day 30,2,89,shopify-sitemap-and-search-console-guide,Shopify Sitemap And Search Console Guide,Phase 4 Platform And Advanced Growth,Platform SEO Playbooks,platform-seo,publish-or-schedule-after-approval,created,"Article created; awaiting hero generation, upload, and scheduling.",,,,,created,created,created,created,created,hero not generated yet; repo script requires OPENAI_API_KEY or reference/image_provider.json api_key for automated generation
Day 30,3,90,wordpress-indexing-checklist,WordPress Indexing Checklist,Phase 4 Platform And Advanced Growth,Platform SEO Playbooks,platform-seo,publish-or-schedule-after-approval,scheduled,Hero uploaded; scheduled confirmed by API.,scheduled,2026-05-27T09:00:00.000000Z,https://blog.freeindexer.com/wordpress-indexing-checklist,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/wordpress-indexing-checklist-hero.png,created,hero_generated,hero_uploaded,scheduled,scheduled,
Day 31,1,91,woocommerce-category-page-seo-workflow,WooCommerce Category Page SEO Workflow,Phase 4 Platform And Advanced Growth,Platform SEO Playbooks,platform-seo,publish-or-schedule-after-approval,created,"Article created; awaiting hero generation, upload, and scheduling.",,,,,created,created,created,created,created,hero not generated yet; repo script requires OPENAI_API_KEY or reference/image_provider.json api_key for automated generation
Day 31,2,92,ecommerce-category-page-indexing-guide,Ecommerce Category Page Indexing Guide,Phase 4 Platform And Advanced Growth,Platform SEO Playbooks,platform-seo,publish-or-schedule-after-approval,created,"Article created; awaiting hero generation, upload, and scheduling.",,,,,created,created,created,created,created,hero not generated yet; repo script requires OPENAI_API_KEY or reference/image_provider.json api_key for automated generation
Day 31,3,93,webflow-seo-indexing-guide,Webflow SEO Indexing Guide,Phase 4 Platform And Advanced Growth,Platform SEO Playbooks,platform-seo,publish-or-schedule-after-approval,created,"Article created; awaiting hero generation, upload, and scheduling.",,,,,created,created,created,created,created,hero not generated yet; repo script requires OPENAI_API_KEY or reference/image_provider.json api_key for automated generation
Day 32,1,94,saas-website-seo-indexing-workflow,SaaS Website SEO Indexing Workflow,Phase 4 Platform And Advanced Growth,Platform SEO Playbooks,bulk-seo-operations,publish-or-schedule-after-approval,created,"Article created; awaiting hero generation, upload, and scheduling.",,,,,created,created,created,created,created,hero not generated yet; repo script requires OPENAI_API_KEY or reference/image_provider.json api_key for automated generation
Day 32,2,95,documentation-site-indexing-workflow,Documentation Site Indexing Workflow,Phase 4 Platform And Advanced Growth,Platform SEO Playbooks,indexing-education,publish-or-schedule-after-approval,created,"Article created; awaiting hero generation, upload, and scheduling.",,,,,created,created,created,created,created,hero not generated yet; repo script requires OPENAI_API_KEY or reference/image_provider.json api_key for automated generation
Day 32,3,96,seo-tool-stack-for-small-agencies,SEO Tool Stack For Small Agencies,Phase 3 Commercial And Provider Layer,Practical Digital Marketing Tool Stacks,seo-tools-providers,publish-or-schedule-after-approval,scheduled,Hero uploaded; scheduled confirmed by API.,scheduled,2026-05-23T09:00:00.000000Z,https://blog.freeindexer.com/seo-tool-stack-for-small-agencies,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/seo-tool-stack-for-small-agencies-hero.png,created,hero_generated,hero_uploaded,scheduled,scheduled,
Day 33,1,97,seo-tool-stack-for-small-websites,SEO Tool Stack For Small Websites,Phase 3 Commercial And Provider Layer,Practical Digital Marketing Tool Stacks,webmaster-guides,publish-or-schedule-after-approval,created,"Article created; awaiting hero generation, upload, and scheduling.",,,,,created,created,created,created,created,hero not generated yet; repo script requires OPENAI_API_KEY or reference/image_provider.json api_key for automated generation
Day 33,2,98,indexing-and-discovery-tool-stack,Indexing And Discovery Tool Stack,Phase 3 Commercial And Provider Layer,Practical Digital Marketing Tool Stacks,indexing-education,publish-or-schedule-after-approval,created,"Article created; awaiting hero generation, upload, and scheduling.",,,,,created,created,created,created,created,hero not generated yet; repo script requires OPENAI_API_KEY or reference/image_provider.json api_key for automated generation
Day 33,3,99,freeindexer-desktop-app-workflow-stack,FreeIndexer Desktop App Workflow Stack,Phase 3 Commercial And Provider Layer,Practical Digital Marketing Tool Stacks,desktop-app,publish-or-schedule-after-approval,created,"Article created; awaiting hero generation, upload, and scheduling.",,,,,created,created,created,created,created,hero not generated yet; repo script requires OPENAI_API_KEY or reference/image_provider.json api_key for automated generation
Day 34,1,100,troubleshooting-tool-stack-for-seo-teams,Troubleshooting Tool Stack For SEO Teams,Phase 3 Commercial And Provider Layer,Practical Digital Marketing Tool Stacks,troubleshooting,publish-or-schedule-after-approval,created,"Article created; awaiting hero generation, upload, and scheduling.",,,,,created,created,created,created,created,hero not generated yet; repo script requires OPENAI_API_KEY or reference/image_provider.json api_key for automated generation
